Player,Club,Age,Position,Nation,Value,Contract Years Left,League
Giuseppe Di Serio,Benevento Calcio,20,attack,Italy,450000,fail,Serie A
Federico Brancolini,ACF Fiorentina,20,Goalkeeper,Italy,450000,1,Serie A
Antonino Ragusa,Hellas Verona,31,attack,Italy,450000,1,Serie A
Florent Da Silva,Olympique Lyon,18,midfield,France,450000,4,Ligue 1
José Mari,Cádiz CF,33,midfield,Spain,450000,1,La Liga
Eren Dinkci,SV Werder Bremen,19,attack,Germany,450000,1,Bundesliga
Nikita Contini,FC Crotone,25,Goalkeeper,Italy,450000,1,Serie A
Simone Trimboli,UC Sampdoria,19,midfield,Italy,450000,fail,Serie A
Marvin Pieringer,FC Schalke 04,21,attack,Germany,450000,1,Bundesliga
Christian Groß,SV Werder Bremen,32,midfield,Germany,450000,1,Bundesliga
Romain Salin,Stade Rennais FC,37,Goalkeeper,France,450000,1,Ligue 1
Nicolò Casale,Hellas Verona,23,Defender,Italy,450000,2,Serie A
Hamadi Al Ghaddioui,VfB Stuttgart,30,attack,Morocco,450000,1,Bundesliga
Rober Ibáñez,CA Osasuna,28,attack,Spain,450000,2,La Liga
Adama Fofana,Dijon FCO,21,Defender,Cote d'Ivoire,450000,3,Ligue 1
Adrian Benedyczak,Parma Calcio 1913,20,attack,Poland,450000,4,Serie A
Lorenz Assignon,Stade Rennais FC,21,Defender,France,450000,4,Ligue 1
Oier Zarraga,Athletic Bilbao,22,midfield,Spain,450000,2,La Liga
Yehvann Diouf,Stade Reims,21,Goalkeeper,France,450000,3,Ligue 1
Ihsan Sacko,OGC Nice,24,midfield,France,450000,1,Ligue 1
Fabian Bredlow,VfB Stuttgart,26,Goalkeeper,Germany,450000,3,Bundesliga
Momo Cissé,VfB Stuttgart,18,attack,Guinea,450000,4,Bundesliga
Vasilios Zagaritis,Parma Calcio 1913,20,Defender,Greece,450000,3,Serie A
Kelyan Guessoum,Nîmes Olympique,22,Defender,France,450000,1,Ligue 1
Théo Sainte-Luce,Nîmes Olympique,22,Defender,France,450000,1,Ligue 1
Kingsley Michael,Bologna FC 1909,22,midfield,Nigeria,450000,3,Serie A
Simone Edera,Torino FC,24,attack,Italy,450000,2,Serie A
Pépé Bonet,Stade Rennais FC,18,Goalkeeper,DR Congo,450000,1,Ligue 1
Thuler,Montpellier HSC,22,Defender,Brazil,450000,1,Ligue 1
Rune Jarstein,Hertha BSC,36,Goalkeeper,Norway,450000,2,Bundesliga
Billy Sharp,Sheffield United,35,attack,England,450000,1,Premier League
Suleiman Abdullahi,1.FC Union Berlin,24,attack,Nigeria,450000,1,Bundesliga
Fodé Doucouré,Stade Reims,20,Defender,Mali,450000,2,Ligue 1
Marc Mateu,SD Huesca,31,midfield,Spain,450000,2,La Liga
Haydon Roberts,Brighton &amp; Hove Albion,19,Defender,England,450000,2,Premier League
Julen Agirrezabala,Athletic Bilbao,20,Goalkeeper,Spain,450000,4,La Liga
Samuel Mraz,Spezia Calcio,24,attack,Slovakia,450000,3,Serie A
Charles Boli,RC Lens,23,midfield,France,450000,3,Ligue 1
Alex Cordaz,Inter Milan,38,Goalkeeper,Italy,450000,1,Serie A
Mathías Suárez,Montpellier HSC,25,Defender,Uruguay,450000,2,Ligue 1
Kiliann Sildillia,SC Freiburg,19,Defender,France,405000,fail,Bundesliga
Petko Hristov,Spezia Calcio,22,Defender,Bulgaria,405000,4,Serie A
Felix Nmecha,VfL Wolfsburg,20,midfield,England,405000,3,Bundesliga
Sambou Sissoko,Stade Reims,22,Defender,France,405000,2,Ligue 1
Jay Stansfield,Fulham FC,18,attack,England,405000,fail,Premier League
Augustus Kargbo,FC Crotone,22,attack,Sierra Leone,405000,1,Serie A
Dennis Jastrzembski,Hertha BSC,21,attack,Germany,405000,1,Bundesliga
Kevin Schade,SC Freiburg,19,attack,Germany,405000,fail,Bundesliga
Amir Arli,Dijon FCO,18,midfield,Turkey,360000,3,Ligue 1
Christian Pastina,Benevento Calcio,20,Defender,Italy,360000,fail,Serie A
Yayah Kallon,Genoa CFC,20,attack,Sierra Leone,360000,fail,Serie A
Valon Behrami,Genoa CFC,36,midfield,Switzerland,360000,1,Serie A
Ilia Gruev,SV Werder Bremen,21,midfield,Bulgaria,360000,2,Bundesliga
Rafiki Saïd,Stade Brestois 29,21,attack,Comoros,360000,2,Ligue 1
Sébastien Cibois,Stade Brestois 29,23,Goalkeeper,France,360000,1,Ligue 1
Mato Jajalo,Udinese Calcio,33,midfield,Bosnia-Herzegovina,360000,1,Serie A
Javi Díaz,Sevilla FC,24,Goalkeeper,Spain,360000,1,La Liga
Niklas Schmidt,SV Werder Bremen,23,midfield,Germany,360000,1,Bundesliga
Ismaël Gharbi,Paris Saint-Germain,17,midfield,France,360000,1,Ligue 1
Víctor Chust,Cádiz CF,21,Defender,Spain,360000,1,La Liga
Mark Gillespie,"All information about Newcastle (Premier League) ➤ current squad with market values ➤ transfers ➤ rumours ➤ player stats ➤ fixtures ➤ news"" name=""description""/>",29,Goalkeeper,England,360000,2,UNKNOWN
Noah Weißhaupt,SC Freiburg,19,midfield,Germany,360000,fail,Bundesliga
Ádám Szalai,1.FSV Mainz 05,33,attack,Hungary,360000,1,Bundesliga
Yahya Soumaré,Dijon FCO,21,attack,France,360000,1,Ligue 1
Josip Stanisic,Bayern Munich,21,Defender,Croatia,360000,2,Bundesliga
Issouf Sissokho,FC Girondins Bordeaux,19,midfield,Mali,360000,3,Ligue 1
Yannick Cahuzac,RC Lens,36,midfield,France,360000,1,Ligue 1
Wes Foderingham,Sheffield United,30,Goalkeeper,England,360000,2,Premier League
Matthis Abline,Stade Rennais FC,18,attack,France,360000,3,Ligue 1
Tobias Sippel,Borussia Mönchengladbach,33,Goalkeeper,Germany,360000,2,Bundesliga
Blendi Idrizi,FC Schalke 04,23,midfield,Kosovo,360000,2,Bundesliga
Julien Faussurier,Stade Brestois 29,34,Defender,France,360000,1,Ligue 1
Neyder Lozano,Granada CF,27,Defender,Colombia,360000,1,La Liga
Jérémy Morel,FC Lorient,37,Defender,Madagascar,360000,1,Ligue 1
Joscha Wosz,RB Leipzig,19,midfield,Germany,360000,3,Bundesliga
Francesco Magnanelli,US Sassuolo,36,midfield,Italy,360000,1,Serie A
Hugo Novoa,RB Leipzig,18,attack,Spain,360000,1,Bundesliga
Quini,Granada CF,31,Defender,Spain,360000,2,La Liga
Pepe Sánchez,Granada CF,21,Defender,Spain,360000,1,La Liga
Salim Ben Seghir,Olympique Marseille,18,attack,France,360000,3,Ligue 1
Toni Moya,Deportivo Alavés,23,midfield,Spain,360000,2,La Liga
Will Norris,Burnley FC,28,Goalkeeper,England,360000,2,Premier League
Federico Peluso,US Sassuolo,37,Defender,Italy,360000,1,Serie A
Gennaro Acampora,Benevento Calcio,27,midfield,Italy,360000,fail,Serie A
Cristian Salvador,SD Huesca,26,midfield,Spain,360000,3,La Liga
Álvaro Aguado,Real Valladolid CF,25,midfield,Spain,360000,2,La Liga
Gor Manvelyan,FC Nantes,19,attack,France,360000,3,Ligue 1
Enzo Lombardo,SD Huesca,24,attack,France,360000,3,La Liga
Carlo Pinsoglio,Juventus FC,31,Goalkeeper,Italy,360000,2,Serie A
Darío Poveda,Getafe CF,24,attack,Spain,360000,5,La Liga
Daniele Padelli,Udinese Calcio,35,Goalkeeper,Italy,360000,2,Serie A
Salvatore Elia,Benevento Calcio,22,attack,Italy,360000,1,Serie A
Merveille Papela,1.FSV Mainz 05,20,midfield,Germany,360000,2,Bundesliga
Jakub Kiwior,Spezia Calcio,21,Defender,Poland,360000,fail,Serie A
Samuel Loric,FC Lorient,21,Defender,France,360000,2,Ligue 1
Castello Lukeba,Olympique Lyon,18,Defender,France,360000,3,Ligue 1
Alexandre Letellier,Paris Saint-Germain,30,Goalkeeper,France,360000,1,Ligue 1
Anthony Mandréa,SCO Angers,24,Goalkeeper,France,360000,1,Ligue 1
Petar Micin,Udinese Calcio,22,midfield,Serbia,315000,1,Serie A
Azzedine Ounahi,SCO Angers,21,midfield,Morocco,315000,4,Ligue 1
Eiji Kawashima,RC Strasbourg Alsace,38,Goalkeeper,Japan,315000,2,Ligue 1
Riccardo Ladinetti,"All information about Cagliari Calcio (Serie A) ➤ current squad with market values ➤ transfers ➤ rumours ➤ player stats ➤ fixtures ➤ news"" name=""description""/>",20,midfield,Italy,315000,3,UNKNOWN
Filippo Costa,SSC Napoli,26,Defender,Italy,315000,1,Serie A
Adam Obert,"All information about Cagliari Calcio (Serie A) ➤ current squad with market values ➤ transfers ➤ rumours ➤ player stats ➤ fixtures ➤ news"" name=""description""/>",19,Defender,Slovakia,315000,3,UNKNOWN
Abdel Medioub,FC Girondins Bordeaux,24,Defender,Algeria,315000,1,Ligue 1
Cristiano Lombardi,SS Lazio,26,attack,Italy,315000,1,Serie A
Nils-Jonathan Körber,Hertha BSC,24,Goalkeeper,Germany,315000,1,Bundesliga
Noah Atubolu,SC Freiburg,19,Goalkeeper,Germany,315000,fail,Bundesliga
David Oberhauser,FC Metz,30,Goalkeeper,France,293000,2,Ligue 1
Eldin Jakupovic,"All information about Leicester (Premier League) ➤ current squad with market values ➤ transfers ➤ rumours ➤ player stats ➤ fixtures ➤ news"" name=""description""/>",36,Goalkeeper,Switzerland,270000,0,UNKNOWN
Boris Radunović,"All information about Cagliari Calcio (Serie A) ➤ current squad with market values ➤ transfers ➤ rumours ➤ player stats ➤ fixtures ➤ news"" name=""description""/>",25,Goalkeeper,Serbia,270000,4,UNKNOWN
Manuel Cabit,FC Metz,28,Defender,Martinique,270000,1,Ligue 1
Oskar Buur,Wolverhampton Wanderers,23,Defender,Denmark,270000,2,Premier League
Frédéric Sammaritano,Dijon FCO,35,midfield,France,270000,1,Ligue 1
Jokin Ezkieta,Athletic Bilbao,25,Goalkeeper,Spain,270000,2,La Liga
Tim Lemperle,1. FC Köln,19,attack,Germany,270000,2,Bundesliga
Phil Bardsley,Burnley FC,36,Defender,Scotland,270000,1,Premier League
Andrei Ratiu,SD Huesca,23,Defender,Romania,270000,3,La Liga
Riccardo Ciervo,UC Sampdoria,19,attack,Italy,270000,1,Serie A
Cristian Rivero,Valencia CF,23,Goalkeeper,Spain,270000,3,La Liga
Philipp Tschauner,RB Leipzig,35,Goalkeeper,Germany,270000,1,Bundesliga
Barbero,CA Osasuna,23,attack,Spain,270000,2,La Liga
Jesús Areso,CA Osasuna,22,Defender,Spain,270000,5,La Liga
Nishan Burkart,SC Freiburg,21,attack,Switzerland,270000,fail,Bundesliga
Jan Olschowsky,Borussia Mönchengladbach,19,Goalkeeper,Germany,270000,2,Bundesliga
Kimberly Ezekwem,SC Freiburg,20,Defender,Germany,270000,fail,Bundesliga
Tim Civeja,FC Augsburg,19,midfield,Germany,270000,1,Bundesliga
Torben Müsel,Borussia Mönchengladbach,22,midfield,Germany,270000,fail,Bundesliga
Nicola Ravaglia,UC Sampdoria,32,Goalkeeper,Italy,270000,1,Serie A
Marvin Obuz,1. FC Köln,19,attack,Germany,270000,3,Bundesliga
Valentino Lesieur,RC Lens,18,Goalkeeper,Portugal,270000,3,Ligue 1
Álex Blesa,Levante UD,19,midfield,Spain,270000,3,La Liga
Martín Calderón,Cádiz CF,22,midfield,Spain,270000,3,La Liga
Philipp Pentke,TSG 1899 Hoffenheim,36,Goalkeeper,Germany,270000,1,Bundesliga
Diego Conde,Getafe CF,22,Goalkeeper,Spain,270000,3,La Liga
Luca Siligardi,Parma Calcio 1913,33,attack,Italy,270000,1,Serie A
Marvin Stefaniak,VfL Wolfsburg,26,midfield,Germany,270000,1,Bundesliga
Anselmo García McNulty,VfL Wolfsburg,18,Defender,Ireland,270000,3,Bundesliga
Enrique Herrero García,Eintracht Frankfurt,16,attack,Spain,270000,4,Bundesliga
Martin Pecar,Eintracht Frankfurt,19,attack,Slovenia,270000,2,Bundesliga
Habib Keïta,Olympique Lyon,19,midfield,Mali,270000,4,Ligue 1
Mikel Rico,SD Huesca,36,midfield,Spain,270000,1,La Liga
Deji Sotona,OGC Nice,18,attack,Ireland,270000,2,Ligue 1
Loum Tchaouna,Stade Rennais FC,17,attack,France,270000,3,Ligue 1
Boubacar Fall,AS Saint-Étienne,20,Goalkeeper,Senegal,270000,4,Ligue 1
Noah Fatar,SCO Angers,19,attack,France,270000,2,Ligue 1
Waniss Taïbi,SCO Angers,19,midfield,France,270000,1,Ligue 1
Malamine Doumbouya,FC Lorient,21,midfield,France,270000,fail,Ligue 1
Kévin Boma,SCO Angers,18,Defender,France,270000,1,Ligue 1
Roli Pereira de Sa,FC Nantes,24,midfield,France,270000,1,Ligue 1
Edoardo Masciangelo,Benevento Calcio,25,Defender,Italy,270000,1,Serie A
Mahamé Siby,RC Strasbourg Alsace,25,midfield,Mali,270000,2,Ligue 1
Edoardo Bove,AS Roma,19,midfield,Italy,270000,3,Serie A
Remi Matthews,Crystal Palace,27,Goalkeeper,England,270000,2,Premier League
Scott Carson,Manchester City,35,Goalkeeper,England,270000,1,Premier League
Metehan Güçlü,Stade Rennais FC,22,attack,Turkey,270000,2,Ligue 1
Jérôme Hergault,FC Lorient,35,Defender,France,270000,1,Ligue 1
Ugo Bertelli,Olympique Marseille,18,midfield,France,270000,2,Ligue 1
Eugenio Pizzuto,LOSC Lille,19,midfield,Mexico,270000,4,Ligue 1
Dennis Stojkovic,Torino FC,19,attack,Serbia,270000,fail,Serie A
Lesley Ugochukwu,Stade Rennais FC,17,midfield,France,270000,3,Ligue 1
Simone Canestrelli,FC Crotone,20,Defender,Italy,270000,1,Serie A
Davide Mondonico,FC Crotone,24,Defender,Italy,248000,3,Serie A
Thore Jacobsen,SV Werder Bremen,24,midfield,Germany,248000,1,Bundesliga
Luca Gemello,Torino FC,21,Goalkeeper,Italy,248000,1,Serie A
Gianluca Saro,FC Crotone,21,Goalkeeper,Italy,248000,4,Serie A
Niklas Lomb,Bayer 04 Leverkusen,28,Goalkeeper,Germany,225000,1,Bundesliga
Gerard Yepes,UC Sampdoria,19,midfield,Spain,225000,fail,Serie A
Thomas Schirò,FC Crotone,21,midfield,Italy,225000,3,Serie A
Diant Ramaj,Eintracht Frankfurt,19,Goalkeeper,Germany,225000,3,Bundesliga
Flavio Bianchi,Genoa CFC,21,attack,Italy,225000,3,Serie A
Giuseppe Borello,FC Crotone,22,attack,Italy,225000,1,Serie A
Andy Lonergan,Everton FC,37,Goalkeeper,England,225000,1,Premier League
Drissa Camara,Parma Calcio 1913,19,midfield,Cote d'Ivoire,225000,3,Serie A
Ben Lhassine Kone,Torino FC,21,midfield,Cote d'Ivoire,225000,2,Serie A
Fábio Carvalho,Fulham FC,19,midfield,England,225000,1,Premier League
Denis Petric,FC Nantes,33,Goalkeeper,Serbia,225000,1,Ligue 1
Zinédine Ould Khaled,SCO Angers,21,midfield,France,225000,1,Ligue 1
Alex Palmer,West Bromwich Albion,25,Goalkeeper,England,225000,2,Premier League
Malcolm Barcola,Olympique Lyon,22,Goalkeeper,Togo,225000,1,Ligue 1
Juan Iglesias,Getafe CF,23,Defender,Spain,225000,5,La Liga
Lee Grant,Manchester United,38,Goalkeeper,England,225000,1,Premier League
Denis Franchi,Paris Saint-Germain,18,Goalkeeper,Italy,225000,2,Ligue 1
Zargo Touré,Dijon FCO,31,Defender,Senegal,225000,2,Ligue 1
Laurenz Dehl,1.FC Union Berlin,19,midfield,Germany,225000,1,Bundesliga
Jakob Busk,1.FC Union Berlin,27,Goalkeeper,Denmark,225000,1,Bundesliga
Ahmad Ngouyamsa,Dijon FCO,20,Defender,Cameroon,225000,1,Ligue 1
David Martin,West Ham United,35,Goalkeeper,England,225000,1,Premier League
Wilitty Younoussa,Dijon FCO,19,midfield,Cameroon,225000,1,Ligue 1
Oscar Schönfelder,SV Werder Bremen,20,attack,Germany,225000,2,Bundesliga
Simon Straudi,SV Werder Bremen,22,Defender,Italy,225000,1,Bundesliga
Andy Diouf,Stade Rennais FC,18,attack,France,225000,3,Ligue 1
William Mikelbrencis,FC Metz,17,Defender,France,180000,3,Ligue 1
Antoine Valério,Nîmes Olympique,21,midfield,France,180000,1,Ligue 1
Lenny Joseph,FC Metz,20,attack,France,180000,3,Ligue 1
Amjhad Nazih,Nîmes Olympique,19,Goalkeeper,France,180000,3,Ligue 1
Léon Delpech,Nîmes Olympique,19,midfield,France,180000,fail,Ligue 1
Loris Mouyokolo,FC Lorient,20,Defender,France,180000,4,Ligue 1
Andrea Cambiaso,Genoa CFC,21,Defender,Italy,180000,fail,Serie A
Mathis Bruns,1.FC Union Berlin,17,Defender,Germany,180000,fail,Bundesliga
Jens Grahl,Eintracht Frankfurt,32,Goalkeeper,Germany,180000,3,Bundesliga
Josete Miranda,Getafe CF,23,attack,Equatorial Guinea,180000,1,La Liga
Harry Lewis,Southampton FC,23,Goalkeeper,England,180000,1,Premier League
Jonas Urbig,1. FC Köln,18,Goalkeeper,Germany,180000,3,Bundesliga
Warmed Omari,Stade Rennais FC,21,Defender,France,180000,3,Ligue 1
Giacomo Satalino,US Sassuolo,22,Goalkeeper,Italy,180000,fail,Serie A
Jens Castrop,1. FC Köln,18,midfield,Germany,180000,2,Bundesliga
Oussama Targhalline,Olympique Marseille,19,midfield,Morocco,180000,2,Ligue 1
Alessandro Zanoli,SSC Napoli,20,Defender,Italy,180000,2,Serie A
Fabio Schneider,1.FC Union Berlin,19,midfield,Germany,180000,1,Bundesliga
Ben Klefisch,RB Leipzig,18,midfield,Germany,180000,3,Bundesliga
Federico Marchetti,Genoa CFC,38,Goalkeeper,Italy,180000,1,Serie A
Jon Pacheco,Real Sociedad,20,Defender,Spain,180000,4,La Liga
Nathan Bitumazala,Paris Saint-Germain,18,midfield,France,180000,2,Ligue 1
Santiago Visentin,FC Crotone,22,Defender,Argentina,180000,3,Serie A
Pasquale Giannotti,FC Crotone,22,midfield,Italy,180000,fail,Serie A
El Hacen,Real Valladolid CF,23,midfield,Mauritania,180000,2,La Liga
Omer Hanin,1.FSV Mainz 05,23,Goalkeeper,Israel,180000,2,Bundesliga
Iliman Ndiaye,Sheffield United,21,midfield,France,180000,1,Premier League
Bogdan Jocic,Hellas Verona,20,midfield,Serbia,180000,2,Serie A
Philipp Schulze,VfL Wolfsburg,18,Goalkeeper,Germany,180000,2,Bundesliga
Jan Schröder,Eintracht Frankfurt,18,Defender,Germany,180000,2,Bundesliga
Grégoire Coudert,Stade Brestois 29,22,Goalkeeper,France,180000,1,Ligue 1
Erwan Belhadji,Dijon FCO,20,attack,France,180000,1,Ligue 1
Laurens Serpe,Genoa CFC,20,Defender,Italy,180000,2,Serie A
Nicolas Penneteau,Stade Reims,40,Goalkeeper,France,180000,2,Ligue 1
Matis Carvalho,Montpellier HSC,22,Goalkeeper,Portugal,180000,1,Ligue 1
Thibault Tamas,Montpellier HSC,20,Defender,France,180000,1,Ligue 1
Quentin Merlin,FC Nantes,19,attack,France,180000,3,Ligue 1
Abdoulaye Sylla,FC Nantes,21,Defender,Guinea,180000,fail,Ligue 1
Jannis Lang,VfL Wolfsburg,19,Defender,Germany,180000,2,Bundesliga
Nahuel Noll,TSG 1899 Hoffenheim,18,Goalkeeper,Germany,180000,4,Bundesliga
Milutin Osmajic,Cádiz CF,22,attack,Montenegro,158000,3,La Liga
Giorgio Altare,"All information about Cagliari Calcio (Serie A) ➤ current squad with market values ➤ transfers ➤ rumours ➤ player stats ➤ fixtures ➤ news"" name=""description""/>",23,Defender,Italy,158000,4,UNKNOWN
Thomas Callens,FC Lorient,22,Goalkeeper,France,135000,2,Ligue 1
Ibrahima Baldé,RC Lens,18,attack,France,135000,3,Ligue 1
Ousmane Ba,FC Metz,19,Goalkeeper,Senegal,135000,4,Ligue 1
Mamadou Camara,RC Lens,18,midfield,Senegal,135000,3,Ligue 1
Gianluca Schäfer,Eintracht Frankfurt,18,attack,Germany,135000,1,Bundesliga
Teddy Bartouche,FC Lorient,24,Goalkeeper,France,135000,1,Ligue 1
Kyu-hyun Park,SV Werder Bremen,20,Defender,"Korea, South",135000,3,Bundesliga
Jan Kubala,Udinese Calcio,21,Defender,Czech Republic,135000,1,Serie A
Ruwen Werthmüller,Hertha BSC,20,attack,Switzerland,135000,fail,Bundesliga
Mahamadou Doucouré,Nîmes Olympique,21,attack,Mali,135000,3,Ligue 1
Marco Festa,FC Crotone,29,Goalkeeper,Italy,135000,1,Serie A
Pietro Boer,AS Roma,19,Goalkeeper,Italy,135000,3,Serie A
Béni Makouana,Montpellier HSC,18,attack,Congo,135000,fail,Ligue 1
Yanis Guermouche,Montpellier HSC,20,attack,France,135000,1,Ligue 1
Lorenzo Andrenacci,Genoa CFC,26,Goalkeeper,Italy,135000,3,Serie A
Charly Jan,FC Nantes,22,Goalkeeper,France,135000,1,Ligue 1
Boubacar Traoré,FC Metz,20,midfield,Mali,135000,3,Ligue 1
Marius Adamonis,SS Lazio,24,Goalkeeper,Lithuania,135000,1,Serie A
Alexandre Pierre,RC Strasbourg Alsace,20,Goalkeeper,Haiti,135000,3,Ligue 1
Tyrese Francois,Fulham FC,21,midfield,Australia,135000,1,Premier League
Davy Rouyard,FC Girondins Bordeaux,22,Goalkeeper,Guadeloupe,135000,4,Ligue 1
Simon Ngapandouetnbu,Olympique Marseille,18,Goalkeeper,Cameroon,135000,1,Ligue 1
Teddy Boulhendi,OGC Nice,20,Goalkeeper,Algeria,135000,fail,Ligue 1
Nicolò Manfredini,Benevento Calcio,33,Goalkeeper,Italy,135000,fail,Serie A
Paolo Sciortino,Olympique Marseille,17,midfield,France,135000,3,Ligue 1
Joakim Kada,Olympique Marseille,20,Defender,Algeria,135000,1,Ligue 1
Aaron Kamardin,Olympique Marseille,19,Defender,France,135000,2,Ligue 1
Pierre Zaidan,Nîmes Olympique,20,Defender,France,135000,fail,Ligue 1
Alessandro Bianco,ACF Fiorentina,18,midfield,Italy,113000,fail,Serie A
Matteo Cancellieri,Hellas Verona,19,attack,Italy,90000,fail,Serie A
Dejan Vokić,Benevento Calcio,25,midfield,Slovenia,90000,fail,Serie A
Conor Noß,Borussia Mönchengladbach,20,attack,Ireland,90000,3,Bundesliga
Mamadou Doucouré,Borussia Mönchengladbach,23,Defender,France,90000,3,Bundesliga
Luca Philipp,TSG 1899 Hoffenheim,20,Goalkeeper,Germany,90000,2,Bundesliga
Jonas Kersken,Borussia Mönchengladbach,21,Goalkeeper,Germany,90000,2,Bundesliga
Michael Langer,FC Schalke 04,36,Goalkeeper,Austria,90000,1,Bundesliga
Bleron Krasniqi,FC Schalke 04,19,attack,Kosovo,90000,1,Bundesliga
Simone Aresti,"All information about Cagliari Calcio (Serie A) ➤ current squad with market values ➤ transfers ➤ rumours ➤ player stats ➤ fixtures ➤ news"" name=""description""/>",35,Goalkeeper,Italy,90000,fail,UNKNOWN
Antonio Rosati,ACF Fiorentina,38,Goalkeeper,Italy,90000,fail,Serie A
Francesco Rossi,Atalanta BC,30,Goalkeeper,Italy,90000,fail,Serie A
Valentin Decarpentrie,AS Monaco,19,attack,France,90000,1,Ligue 1
Manuel Nazaretian,Olympique Marseille,20,Goalkeeper,Armenia,90000,3,Ligue 1
Bilal Nadir,Olympique Marseille,17,midfield,France,90000,3,Ligue 1
Vladislav Cherny,Arminia Bielefeld,18,midfield,Russia,90000,3,Bundesliga
Arne Schulz,Arminia Bielefeld,18,Goalkeeper,Germany,90000,fail,Bundesliga
Gianluca Pegolo,US Sassuolo,40,Goalkeeper,Italy,90000,1,Serie A
Daniel Klein,FC Augsburg,20,Goalkeeper,Germany,90000,4,Bundesliga
Thierry Small,Southampton FC,17,Defender,England,90000,3,Premier League
Abdenego Nankishi,SV Werder Bremen,19,attack,Germany,90000,1,Bundesliga
Razvan Sava,Torino FC,19,Goalkeeper,Romania,90000,2,Serie A
Marius Liesegang,1.FSV Mainz 05,21,Goalkeeper,Germany,90000,1,Bundesliga
Lasse Rieß,1.FSV Mainz 05,20,Goalkeeper,Germany,90000,fail,Bundesliga
Nabil Ouennas,AS Saint-Étienne,18,Goalkeeper,Algeria,90000,fail,Ligue 1
Niklas Klinger,VfL Wolfsburg,25,Goalkeeper,Germany,90000,2,Bundesliga
Jake Eastwood,Sheffield United,24,Goalkeeper,England,90000,1,Premier League
Abdallah Basit,Benevento Calcio,21,midfield,Ghana,68000,1,Serie A
Yaroslav Mikhailov,FC Schalke 04,18,midfield,Russia,68000,1,Bundesliga
Petar Zovko,Spezia Calcio,19,Goalkeeper,Bosnia-Herzegovina,68000,3,Serie A
Marco Molla,Bologna FC 1909,19,Goalkeeper,Albania,68000,fail,Serie A
